idade,sexo,cor_raca,anos_estudo,setor,regiao,rendimento_hora
33,F,Amarela,6,Comercio,Centro-Oeste,28.23538802733691
43,F,Branca,13,Servicos,Sudeste,60.84991776532699
43,M,Amarela,19,Comercio,Nordeste,74.05756742818693
65,F,Preta,16,Industria,Nordeste,60.24350891236503
38,F,Indigena,20,Comercio,Centro-Oeste,79.69301988876558
56,M,Parda,11,Agricultura,Centro-Oeste,48.86540846721174
53,M,Amarela,15,Servicos,Centro-Oeste,59.2814409639586
50,F,Amarela,11,Comercio,Sul,39.13059584538303
47,M,Branca,14,Servicos,Sul,60.26404287810299
54,F,Branca,9,Servicos,Sul,44.66167832753318
40,F,Amarela,6,Industria,Norte,35.36182877768882
27,F,Preta,19,Industria,Nordeste,67.21490174440112
22,F,Parda,4,Agricultura,Sudeste,19.763785270204295
53,F,Branca,0,Construcao,Norte,15.393526318466224
51,F,Preta,16,Servicos,Nordeste,65.94918703037432
48,M,Indigena,2,Construcao,Nordeste,30.528188156326998
27,M,Branca,12,Agricultura,Centro-Oeste,52.16502380448435
36,F,Preta,13,Servicos,Centro-Oeste,56.285079925868864
49,F,Preta,17,Servicos,Norte,64.84051596769098
18,F,Parda,3,Construcao,Centro-Oeste,20.889872032540698
22,M,Parda,17,Comercio,Nordeste,67.73702940423695
62,F,Indigena,4,Industria,Centro-Oeste,18.6433356151221
21,M,Preta,15,Comercio,Sul,56.42336403669826
33,F,Preta,0,Construcao,Centro-Oeste,7.324587507462557
41,F,Parda,20,Industria,Nordeste,71.19491871235675
33,M,Branca,13,Comercio,Norte,57.741333053904725
19,M,Branca,14,Industria,Sudeste,52.898154279673555
45,F,Amarela,8,Servicos,Centro-Oeste,24.45817379518337
49,F,Parda,14,Comercio,Nordeste,50.60667552985318
44,F,Amarela,16,Industria,Sudeste,68.56084239210443
37,M,Parda,3,Industria,Sudeste,31.065779417699275
41,M,Indigena,11,Industria,Sul,52.289117486863454
29,M,Preta,4,Comercio,Sudeste,28.000040188753122
52,M,Indigena,4,Agricultura,Nordeste,19.765815582681277
50,M,Parda,10,Comercio,Nordeste,47.091765929746806
50,M,Preta,5,Construcao,Centro-Oeste,24.99430913979225
60,F,Branca,6,Comercio,Centro-Oeste,45.104580400282735
54,F,Branca,13,Industria,Centro-Oeste,54.30304325012709
29,M,Amarela,10,Servicos,Sudeste,45.9961101846763
20,F,Parda,12,Comercio,Sudeste,45.331688515668226
18,F,Parda,1,Comercio,Sul,16.40233476031847
50,M,Branca,6,Industria,Centro-Oeste,31.3629884678695
57,F,Indigena,19,Servicos,Norte,77.74100265317972
27,M,Preta,3,Servicos,Sul,29.75849701846428
60,M,Indigena,7,Construcao,Norte,32.41020956654883
61,F,Indigena,19,Comercio,Sudeste,84.8626441109347
46,M,Branca,20,Servicos,Sul,78.81584998912133
30,M,Branca,18,Servicos,Sul,75.61303805581338
29,M,Branca,12,Agricultura,Nordeste,43.43064095533144
48,M,Amarela,13,Agricultura,Sudeste,59.33869376646714
63,M,Indigena,9,Servicos,Sudeste,52.62665994685917
19,M,Parda,10,Construcao,Sul,32.94210424742308
52,M,Preta,1,Servicos,Sudeste,39.13165066276384
40,M,Amarela,8,Industria,Sul,48.94386676553528
34,F,Parda,16,Comercio,Nordeste,54.496828103124066
43,F,Indigena,2,Construcao,Sul,16.146381557264867
25,F,Branca,5,Industria,Sudeste,32.08536968282131
46,M,Indigena,4,Construcao,Sudeste,32.24018619648638
43,M,Preta,4,Industria,Sul,32.49401369137938
27,F,Amarela,14,Comercio,Sul,55.58946437716453
43,F,Amarela,16,Comercio,Sul,64.99744593583554
51,F,Preta,8,Agricultura,Centro-Oeste,45.20383419635083
58,M,Parda,2,Industria,Sudeste,30.96861923077188
24,F,Parda,19,Agricultura,Sudeste,62.78206700654035
21,F,Amarela,16,Industria,Centro-Oeste,63.4953771162747
62,M,Amarela,9,Agricultura,Sul,56.48368738092972
28,F,Branca,2,Comercio,Nordeste,35.872340407072514
46,M,Parda,17,Construcao,Sul,60.379035800562406
53,M,Preta,17,Agricultura,Sul,69.41729207890164
42,M,Parda,16,Industria,Centro-Oeste,47.34740778086607
38,F,Branca,2,Industria,Sudeste,26.478894938275253
53,F,Amarela,2,Comercio,Sul,20.670798210999365
27,M,Amarela,5,Industria,Sudeste,43.78067476894972
54,F,Branca,12,Servicos,Norte,46.4323101798885
26,F,Preta,14,Construcao,Sudeste,45.184901772196426
41,F,Amarela,8,Agricultura,Nordeste,32.49241755578488
52,F,Indigena,3,Construcao,Nordeste,10.787073372697176
52,M,Amarela,13,Comercio,Sul,61.146596727043864
65,F,Indigena,4,Agricultura,Sudeste,19.609501722462078
53,M,Branca,1,Agricultura,Sul,23.33074548709895
35,M,Branca,10,Servicos,Centro-Oeste,32.733129080862824
56,F,Amarela,8,Comercio,Nordeste,35.19821317278014
49,M,Parda,2,Industria,Sul,35.3402689348272
41,F,Indigena,8,Servicos,Centro-Oeste,40.48388734861477
40,F,Preta,2,Servicos,Sul,20.219038370210395
49,M,Amarela,1,Construcao,Sudeste,23.492779066365497
54,M,Preta,11,Construcao,Sudeste,52.38810123226668
29,M,Amarela,9,Construcao,Sudeste,46.515782075060436
30,M,Parda,8,Servicos,Sudeste,35.79884982031504
40,F,Parda,14,Industria,Norte,55.555403643083984
42,F,Parda,7,Agricultura,Centro-Oeste,16.41365021038335
52,F,Parda,4,Construcao,Centro-Oeste,21.660692685817136
58,M,Branca,10,Industria,Sudeste,47.030356945290734
47,M,Branca,1,Comercio,Norte,22.23996095642743
34,M,Indigena,14,Construcao,Sudeste,58.41578511606121
37,F,Preta,5,Agricultura,Norte,18.006621676862277
65,M,Amarela,7,Comercio,Sudeste,36.490041245097906
42,F,Amarela,4,Comercio,Nordeste,25.43208005728444
39,M,Branca,15,Agricultura,Nordeste,56.205595948812665
30,F,Amarela,17,Construcao,Sul,59.72525534218552
36,F,Branca,5,Servicos,Sudeste,31.434997262928125
53,M,Indigena,4,Agricultura,Centro-Oeste,31.73700798295573
29,M,Preta,15,Agricultura,Sul,56.37384456278472
58,F,Indigena,12,Agricultura,Nordeste,48.03145253582556
36,F,Parda,4,Comercio,Sudeste,41.53961952848326
29,M,Parda,12,Industria,Sul,42.53790417869646
26,M,Parda,16,Servicos,Sudeste,54.80894361055205
24,F,Indigena,17,Construcao,Nordeste,63.18153798879163
45,M,Amarela,7,Construcao,Sul,34.92814163223538
31,F,Preta,12,Industria,Nordeste,43.410574833544274
48,F,Parda,18,Agricultura,Norte,59.47306173121331
36,M,Parda,2,Servicos,Nordeste,21.361199155394928
64,M,Parda,7,Construcao,Sudeste,51.87122867257805
33,M,Preta,1,Construcao,Centro-Oeste,21.572770751708717
22,M,Parda,7,Agricultura,Nordeste,37.41334107132186
52,M,Preta,12,Industria,Centro-Oeste,41.342637665244126
29,F,Parda,12,Servicos,Norte,41.173077580682786
42,F,Indigena,0,Industria,Sul,5.0
38,M,Indigena,5,Industria,Sul,27.703715073503478
53,M,Preta,18,Servicos,Centro-Oeste,75.50021911831394
40,M,Indigena,15,Servicos,Sul,66.90167909449022
33,F,Preta,7,Construcao,Nordeste,30.230920422287255
56,M,Indigena,0,Construcao,Centro-Oeste,16.58619829769168
62,M,Indigena,15,Servicos,Sudeste,63.30668674454756
59,F,Preta,8,Comercio,Nordeste,38.7085532944107
56,F,Amarela,12,Construcao,Nordeste,52.91526967688368
31,M,Indigena,10,Comercio,Nordeste,32.02467927553716
48,M,Parda,12,Servicos,Sudeste,59.15788612702408
22,M,Amarela,20,Construcao,Norte,74.23460922572801
52,F,Preta,9,Industria,Sul,40.94939826621978
40,M,Amarela,3,Servicos,Centro-Oeste,30.4042036727235
46,M,Branca,5,Agricultura,Norte,46.40792666683532
60,M,Branca,6,Comercio,Centro-Oeste,33.373943242078646
28,F,Indigena,4,Servicos,Sul,31.91984230003194
35,F,Indigena,10,Servicos,Sudeste,43.77165749803165
64,M,Parda,12,Construcao,Nordeste,52.367506975612294
29,M,Amarela,18,Construcao,Nordeste,66.64162974989382
26,F,Branca,9,Construcao,Sudeste,42.489054041620825
27,F,Indigena,9,Agricultura,Norte,30.321828081746858
61,F,Amarela,10,Construcao,Norte,44.558170627952705
34,F,Indigena,20,Servicos,Centro-Oeste,79.85317563230582
55,F,Indigena,6,Construcao,Sudeste,39.091814587087164
24,F,Branca,17,Industria,Norte,64.25192313443104
63,F,Branca,3,Construcao,Sudeste,27.53792817992423
30,F,Indigena,1,Agricultura,Sul,22.899401436542263
57,F,Preta,13,Industria,Nordeste,52.91560702929915
59,M,Indigena,12,Servicos,Nordeste,47.9745356218766
26,M,Indigena,11,Servicos,Nordeste,48.83112602879325
44,M,Parda,6,Comercio,Sudeste,31.129820019358135
19,F,Parda,1,Industria,Sudeste,14.282718350691248
22,M,Parda,12,Comercio,Centro-Oeste,47.37596984375424
46,F,Preta,13,Industria,Nordeste,51.70346564028075
54,F,Preta,16,Industria,Centro-Oeste,52.144605209537225
55,M,Indigena,8,Agricultura,Nordeste,45.32391462709726
36,F,Parda,16,Comercio,Centro-Oeste,60.552037669802836
25,M,Preta,7,Agricultura,Centro-Oeste,28.37162938633469
65,M,Branca,1,Industria,Sul,15.37449122130495
62,M,Indigena,12,Servicos,Centro-Oeste,53.1705725255114
18,F,Amarela,2,Industria,Sudeste,18.084337716833037
39,M,Indigena,15,Agricultura,Centro-Oeste,57.35884274231814
34,F,Amarela,5,Comercio,Nordeste,23.901300033066597
24,M,Parda,18,Comercio,Centro-Oeste,51.23525883552994
42,M,Amarela,6,Agricultura,Norte,29.509918370193045
62,M,Parda,9,Comercio,Nordeste,40.806285333590125
21,F,Branca,8,Construcao,Norte,36.721966148644356
53,F,Amarela,1,Servicos,Nordeste,15.970801952333701
23,F,Indigena,14,Servicos,Sudeste,68.0320480402354
48,M,Parda,4,Servicos,Sudeste,23.490156696089457
36,M,Indigena,3,Comercio,Sudeste,35.58700498681574
61,F,Preta,19,Comercio,Norte,67.17408617473137
56,F,Parda,3,Industria,Sul,32.277509234061334
44,F,Amarela,17,Industria,Nordeste,61.358808904352394
27,F,Parda,3,Servicos,Sudeste,34.477333216152815
43,F,Indigena,16,Construcao,Nordeste,55.63582821268312
36,F,Branca,11,Industria,Norte,36.528277448933125
56,M,Parda,16,Industria,Sul,74.04302572362637
20,F,Amarela,9,Comercio,Norte,34.91911612470715
62,M,Preta,0,Construcao,Nordeste,18.76935084174526
30,M,Branca,17,Servicos,Sul,75.60851148426876
45,F,Preta,17,Industria,Sul,58.80826854743339
37,F,Parda,13,Construcao,Norte,52.41294538583554
45,M,Indigena,14,Construcao,Sudeste,56.06063146122265
25,F,Indigena,11,Servicos,Nordeste,44.006983866133766
58,F,Amarela,3,Construcao,Centro-Oeste,23.793673792305732
56,M,Indigena,2,Construcao,Centro-Oeste,13.318668831318384
18,M,Branca,19,Construcao,Norte,60.68697774307739
20,M,Indigena,11,Industria,Nordeste,51.30643735447883
30,F,Amarela,6,Servicos,Nordeste,36.717147131508774
45,M,Parda,10,Construcao,Norte,43.02416253603659
42,F,Parda,0,Construcao,Nordeste,14.498740751077358
50,M,Indigena,5,Industria,Sudeste,33.234544966181254
55,M,Preta,14,Servicos,Norte,66.93950031496789
23,M,Parda,14,Comercio,Sudeste,55.757884533235014
61,F,Indigena,18,Industria,Nordeste,67.11105255280908
62,F,Amarela,10,Servicos,Norte,53.316180864852385
49,M,Indigena,1,Construcao,Nordeste,14.01577109092456
62,M,Parda,13,Servicos,Norte,66.19273510698136
64,M,Amarela,1,Servicos,Nordeste,14.29723154153974
38,F,Indigena,3,Servicos,Sudeste,38.73785278667679
33,M,Branca,16,Comercio,Sudeste,61.52394649628815
38,F,Amarela,2,Servicos,Nordeste,19.703807513048307
28,M,Branca,12,Comercio,Norte,35.61993897290233
54,M,Preta,8,Construcao,Centro-Oeste,36.15123169573384
53,M,Amarela,6,Comercio,Sudeste,31.92116081383869
52,M,Branca,14,Construcao,Sudeste,56.794121927759164
36,M,Parda,10,Construcao,Centro-Oeste,41.49613420526672
37,M,Parda,19,Comercio,Nordeste,73.38674968683743
35,F,Preta,1,Industria,Norte,16.245620108403756
64,M,Amarela,14,Agricultura,Nordeste,58.726059920406676
58,F,Amarela,13,Servicos,Sul,51.78688366692663
31,M,Amarela,19,Agricultura,Sudeste,66.63547546238361
32,M,Preta,10,Servicos,Sul,59.63235011010788
48,F,Amarela,2,Servicos,Sudeste,22.94879379142052
18,M,Parda,16,Construcao,Sudeste,71.89724951234376
20,F,Branca,11,Servicos,Sul,46.7416328067148
33,F,Parda,20,Servicos,Sul,74.97372761686103
40,M,Parda,14,Comercio,Nordeste,60.42219096137958
28,F,Branca,15,Agricultura,Sul,64.99135453163194
29,F,Parda,4,Comercio,Nordeste,22.015124638325474
27,M,Preta,19,Servicos,Nordeste,67.11054167887076
49,F,Branca,5,Construcao,Nordeste,27.54447730886672
33,M,Parda,18,Comercio,Sudeste,71.38774516939272
25,M,Indigena,4,Comercio,Sudeste,34.54782212121853
55,M,Parda,2,Industria,Sul,26.22537915396491
29,M,Preta,0,Servicos,Sudeste,25.193317788138923
41,F,Amarela,5,Construcao,Sul,40.75015839362565
45,M,Parda,14,Comercio,Sudeste,61.887857673588705
25,M,Amarela,1,Comercio,Norte,17.66991713602867
45,F,Indigena,2,Construcao,Norte,9.886535049459592
53,M,Parda,16,Servicos,Sul,52.37561917902562
43,M,Branca,11,Industria,Sudeste,53.290254375381004
25,F,Amarela,17,Comercio,Sudeste,63.03105461231476
45,F,Indigena,14,Industria,Nordeste,49.51130395051154
45,F,Branca,11,Agricultura,Centro-Oeste,45.661181225118064
54,F,Branca,15,Servicos,Sul,63.11757762481855
58,F,Branca,7,Agricultura,Centro-Oeste,41.32668150380339
53,F,Branca,13,Agricultura,Centro-Oeste,51.27666520955387
44,F,Parda,16,Agricultura,Sul,57.598460289578995
34,M,Parda,20,Servicos,Sudeste,84.02099743375574
26,F,Parda,7,Servicos,Sul,36.417213550322785
50,F,Indigena,14,Construcao,Centro-Oeste,56.35922010203384
37,F,Indigena,13,Industria,Sudeste,50.975535762843194
30,M,Indigena,17,Industria,Norte,57.30103868701538
45,M,Preta,19,Construcao,Sul,73.10500938111417
65,F,Indigena,6,Construcao,Sul,36.6769718612621
46,F,Parda,2,Agricultura,Sudeste,26.998962212200997
30,F,Parda,11,Construcao,Norte,40.788125480141545
63,M,Preta,20,Comercio,Norte,62.541841297377616
52,M,Preta,2,Industria,Sudeste,24.24335669846967
23,F,Indigena,19,Construcao,Nordeste,68.72291080286288
35,M,Amarela,13,Comercio,Sul,52.815743524541354
22,F,Preta,14,Comercio,Sul,52.36169958491271
64,M,Branca,13,Comercio,Centro-Oeste,59.99825903543562
42,M,Parda,6,Comercio,Sudeste,32.56816063644646
19,F,Branca,16,Agricultura,Centro-Oeste,45.8231806905426
27,F,Parda,11,Comercio,Centro-Oeste,41.076213282847036
47,F,Parda,19,Agricultura,Norte,63.93495629250758
62,F,Preta,3,Agricultura,Sul,22.04252208148047
22,M,Preta,8,Comercio,Centro-Oeste,33.98772926460786
50,M,Branca,5,Industria,Norte,32.9490338834807
18,M,Parda,15,Comercio,Sudeste,59.104268630593104
35,F,Branca,20,Comercio,Centro-Oeste,70.04188643611742
49,M,Amarela,20,Comercio,Sul,86.76044619109254
64,F,Branca,1,Industria,Centro-Oeste,16.422726830654618
28,M,Indigena,7,Servicos,Sudeste,42.63009180786801
38,F,Branca,10,Servicos,Centro-Oeste,40.50471982440519
43,F,Indigena,12,Agricultura,Sul,45.681841680678154
42,M,Indigena,16,Agricultura,Norte,56.330554079493375
39,F,Indigena,7,Industria,Sul,33.40744857086987
44,F,Amarela,20,Construcao,Norte,71.43685478528275
30,M,Branca,17,Servicos,Nordeste,78.29445472020453
50,F,Branca,17,Agricultura,Sul,61.30373938234495
51,F,Amarela,13,Servicos,Sul,55.02024816630722
58,F,Parda,14,Industria,Sudeste,58.78126192133251
52,M,Preta,5,Industria,Centro-Oeste,32.61479309225849
18,M,Branca,10,Construcao,Norte,41.74130487172871
38,F,Preta,12,Construcao,Norte,53.8645747636887
65,M,Amarela,0,Industria,Sudeste,8.24164757678875
23,F,Parda,5,Agricultura,Sudeste,15.43842077882596
45,F,Parda,8,Servicos,Centro-Oeste,35.824730967939104
34,F,Parda,7,Comercio,Centro-Oeste,38.263801125262255
22,F,Amarela,10,Construcao,Sul,33.24611181036642
48,F,Indigena,18,Comercio,Nordeste,46.114205961837456
22,M,Indigena,8,Agricultura,Centro-Oeste,38.46707643731525
55,F,Preta,16,Construcao,Sudeste,65.86194334221629
20,M,Indigena,11,Comercio,Centro-Oeste,36.658749559203414
40,M,Indigena,13,Agricultura,Norte,45.28676239567442
54,F,Parda,14,Servicos,Nordeste,50.861537682191944
54,F,Parda,15,Agricultura,Sul,61.143211904843646
27,M,Preta,19,Construcao,Norte,62.682108342901955
27,M,Branca,0,Industria,Norte,16.204383513853116
36,M,Preta,9,Servicos,Nordeste,25.39224002257365
34,F,Preta,7,Comercio,Sul,30.538888809233203
38,M,Amarela,17,Construcao,Sudeste,60.40367623453369
31,F,Amarela,0,Industria,Sul,14.181955929765046
26,F,Preta,1,Agricultura,Centro-Oeste,10.69171344905917
63,F,Preta,0,Industria,Norte,20.3470626793746
18,M,Preta,0,Construcao,Centro-Oeste,5.0
62,F,Indigena,8,Construcao,Sudeste,43.112948857984506
30,F,Amarela,12,Industria,Centro-Oeste,48.550018539270226
21,F,Preta,0,Agricultura,Sul,25.659884619371727
18,F,Parda,12,Industria,Centro-Oeste,40.869404173439136
57,F,Parda,19,Construcao,Sudeste,74.9867516261151
49,M,Indigena,6,Construcao,Sudeste,26.8568232446258
51,F,Indigena,1,Comercio,Sudeste,7.568262774121859
45,F,Branca,5,Comercio,Sul,36.4686462546902
48,M,Branca,6,Servicos,Sudeste,40.52663823811157
25,F,Branca,13,Construcao,Norte,54.471076138790536
56,M,Indigena,17,Comercio,Sudeste,61.079582666181494
43,F,Indigena,14,Industria,Centro-Oeste,55.47941283717252
51,M,Indigena,1,Agricultura,Centro-Oeste,30.13290704326312
20,M,Parda,9,Industria,Centro-Oeste,40.118233650143594
29,F,Indigena,11,Agricultura,Sul,47.939489033546295
18,F,Parda,16,Comercio,Centro-Oeste,55.01133648494609
61,F,Branca,7,Servicos,Sul,32.49471125724453
22,M,Branca,10,Industria,Sul,52.77343761426209
47,M,Branca,2,Industria,Sudeste,22.574854161169608
47,M,Preta,5,Industria,Norte,32.666899538298104
34,F,Preta,8,Agricultura,Sudeste,30.101794160572474
65,M,Amarela,5,Comercio,Sudeste,29.723242012953314
64,M,Amarela,8,Industria,Sul,52.69052439533341
40,F,Amarela,6,Industria,Sul,31.516186266252937
32,M,Preta,8,Servicos,Centro-Oeste,47.95965285625526
54,M,Preta,17,Servicos,Centro-Oeste,66.6106160456489
38,F,Amarela,11,Comercio,Sudeste,37.308613362252856
31,M,Amarela,7,Comercio,Nordeste,38.67240559839031
19,F,Indigena,7,Construcao,Nordeste,26.340646093466347
28,F,Amarela,17,Servicos,Centro-Oeste,66.15213288110226
56,F,Indigena,19,Construcao,Nordeste,68.07126520524048
55,F,Parda,14,Agricultura,Centro-Oeste,44.54129063234278
51,F,Preta,6,Construcao,Sul,35.90576859222342
55,M,Amarela,10,Industria,Sudeste,62.7773388529168
51,M,Preta,19,Construcao,Norte,72.27791875108674
35,F,Preta,15,Comercio,Sudeste,58.854893481967224
47,F,Preta,3,Agricultura,Centro-Oeste,28.492060411741384
32,M,Parda,5,Industria,Centro-Oeste,29.104010791218666
44,F,Branca,2,Construcao,Sudeste,25.137205381576766
51,F,Amarela,8,Agricultura,Centro-Oeste,29.97024896704538
55,F,Branca,9,Agricultura,Nordeste,41.203088154737586
50,M,Branca,13,Industria,Nordeste,58.61266049850167
41,M,Branca,10,Construcao,Centro-Oeste,37.903627087399855
32,F,Preta,17,Agricultura,Centro-Oeste,67.98697492748168
47,F,Indigena,11,Agricultura,Nordeste,43.88976385512924
59,M,Preta,11,Servicos,Centro-Oeste,45.55338293076875
34,M,Preta,12,Agricultura,Centro-Oeste,53.66579246152146
22,F,Branca,12,Servicos,Sudeste,50.51923458557038
46,F,Preta,18,Construcao,Norte,68.47708932491665
21,M,Branca,18,Construcao,Nordeste,61.16944820644878
27,M,Indigena,13,Construcao,Sudeste,54.28104313882058
34,M,Amarela,3,Comercio,Norte,25.441361226005746
27,F,Branca,12,Construcao,Centro-Oeste,46.58538234554003
34,M,Indigena,7,Agricultura,Centro-Oeste,21.70680931728957
37,F,Amarela,20,Industria,Sudeste,66.71253755943364
41,M,Parda,18,Servicos,Centro-Oeste,73.89645990874489
22,M,Branca,11,Comercio,Sul,46.64718046659071
51,M,Branca,17,Construcao,Sudeste,65.57761218337147
23,M,Parda,5,Construcao,Norte,18.608555908455152
19,F,Parda,17,Industria,Sudeste,56.40158207234491
30,F,Branca,18,Industria,Nordeste,49.86920816022831
60,M,Parda,4,Comercio,Sudeste,32.792315687790804
60,F,Preta,8,Servicos,Centro-Oeste,37.00937451651372
65,M,Amarela,2,Construcao,Centro-Oeste,17.600472654088108
28,M,Amarela,9,Comercio,Sul,42.151259448992285
64,M,Amarela,18,Agricultura,Sul,74.26382378511643
40,M,Preta,2,Agricultura,Sul,36.95918759325967
33,F,Parda,14,Comercio,Norte,42.08869948262071
48,M,Indigena,0,Construcao,Sul,26.71628625980313
28,M,Parda,6,Comercio,Norte,35.99860936609043
33,F,Branca,11,Construcao,Sul,42.085443563739794
25,M,Amarela,16,Industria,Norte,59.01941572751618
21,M,Parda,20,Comercio,Sudeste,70.7742005039743
57,M,Indigena,19,Construcao,Sudeste,76.15413148251243
21,F,Branca,4,Comercio,Centro-Oeste,30.774786080427305
42,M,Preta,3,Comercio,Norte,27.073637395787877
20,F,Preta,11,Construcao,Nordeste,44.25165023940065
49,M,Indigena,19,Construcao,Centro-Oeste,66.49814408027214
20,M,Branca,17,Servicos,Sudeste,59.09566001045399
44,F,Amarela,16,Comercio,Norte,56.82919073675755
46,M,Parda,18,Agricultura,Sul,77.15964892918349
49,M,Branca,8,Comercio,Nordeste,29.116992860462116
36,F,Preta,3,Comercio,Sudeste,19.38946379093983
38,F,Indigena,20,Construcao,Centro-Oeste,69.3176064174044
22,F,Indigena,1,Comercio,Norte,7.532071290916427
35,F,Parda,3,Comercio,Nordeste,15.844859317308721
45,F,Indigena,1,Agricultura,Norte,13.658408509630936
59,M,Indigena,14,Construcao,Sul,52.08629557485909
39,F,Branca,1,Comercio,Centro-Oeste,9.63526892270179
38,M,Amarela,3,Industria,Norte,27.18056750072385
23,M,Parda,5,Servicos,Sudeste,26.915781306614214
18,M,Branca,6,Agricultura,Centro-Oeste,19.37276719303097
22,F,Amarela,9,Comercio,Sudeste,37.05985012279664
58,F,Branca,18,Industria,Norte,69.75173301505907
29,M,Branca,18,Comercio,Centro-Oeste,62.69846915201866
43,F,Indigena,11,Comercio,Sudeste,46.172513531306286
63,F,Amarela,2,Construcao,Sul,25.426152785093638
51,F,Parda,12,Construcao,Sul,41.245755402842086
31,F,Parda,17,Construcao,Norte,62.288233922650186
43,M,Amarela,7,Industria,Centro-Oeste,37.06061018842186
62,M,Indigena,20,Comercio,Nordeste,70.98414915542567
44,F,Preta,14,Servicos,Centro-Oeste,61.515547070778496
26,M,Branca,0,Agricultura,Sul,10.355023406281768
43,F,Indigena,2,Construcao,Sudeste,30.527453959521413
64,F,Amarela,7,Construcao,Nordeste,36.20696199357151
39,M,Branca,3,Comercio,Norte,21.060684460730958
64,M,Parda,15,Comercio,Nordeste,59.56075818779013
47,M,Preta,9,Industria,Norte,40.196411405134356
60,F,Parda,11,Industria,Nordeste,53.3216973785063
65,M,Amarela,13,Construcao,Norte,47.73992523517392
34,F,Branca,13,Comercio,Norte,43.904884565120405
43,M,Amarela,1,Servicos,Nordeste,27.17781735243488
53,M,Branca,4,Agricultura,Nordeste,23.986790388896843
18,F,Indigena,4,Comercio,Norte,26.76319846398955
25,F,Preta,5,Comercio,Sul,39.19661589805226
52,F,Indigena,12,Industria,Nordeste,45.429229838350196
32,F,Indigena,8,Agricultura,Centro-Oeste,38.328173959451824
64,F,Amarela,14,Construcao,Sudeste,52.95784631196084
39,F,Preta,13,Comercio,Norte,53.60839978840686
31,F,Branca,6,Construcao,Norte,29.7165439159206
43,F,Branca,19,Comercio,Sudeste,74.19822969296129
45,M,Parda,1,Construcao,Sul,18.326567567787627
40,F,Branca,6,Agricultura,Sudeste,24.63349950659696
31,F,Amarela,5,Industria,Nordeste,28.739512388497026
41,M,Indigena,16,Agricultura,Sudeste,52.33958108512327
19,F,Indigena,1,Servicos,Norte,14.17589704654479
62,M,Indigena,2,Industria,Sudeste,33.687091198519816
43,M,Preta,4,Agricultura,Centro-Oeste,27.511386415238217
31,F,Branca,4,Servicos,Nordeste,37.610055868738876
24,M,Amarela,0,Comercio,Sudeste,24.03065491549064
20,F,Preta,7,Comercio,Norte,26.07660967004654
64,M,Parda,11,Construcao,Nordeste,48.64388027910863
40,M,Amarela,3,Industria,Norte,22.915775784733384
63,M,Amarela,12,Comercio,Sul,45.66693941992323
60,F,Amarela,14,Industria,Centro-Oeste,48.757606501093875
64,F,Indigena,10,Comercio,Sul,44.31543455812084
62,M,Amarela,9,Construcao,Centro-Oeste,30.42267698286438
35,M,Branca,2,Agricultura,Sudeste,25.084960809509855
55,F,Amarela,13,Construcao,Nordeste,49.50556893208176
52,F,Indigena,15,Servicos,Sudeste,54.20263659213056
32,M,Amarela,9,Comercio,Centro-Oeste,41.46527719166399
42,M,Parda,9,Servicos,Centro-Oeste,47.535236468145754
54,F,Parda,11,Servicos,Centro-Oeste,49.64220687318934
45,F,Indigena,8,Industria,Norte,33.855590948746176
27,F,Branca,0,Comercio,Nordeste,14.788652910511129
56,F,Branca,4,Servicos,Sudeste,38.00132216286015
34,F,Preta,19,Agricultura,Sudeste,72.12442141831814
56,M,Indigena,7,Servicos,Sul,38.37232649739143
39,F,Amarela,10,Agricultura,Centro-Oeste,42.33960459306709
43,M,Indigena,11,Industria,Centro-Oeste,53.13288390495287
61,F,Preta,0,Servicos,Centro-Oeste,14.74022564832962
42,M,Indigena,19,Construcao,Sudeste,85.82763603479458
34,F,Indigena,10,Industria,Sul,40.926214396087694
30,F,Preta,4,Agricultura,Norte,22.994442080040816
37,M,Branca,14,Industria,Nordeste,49.60508642396198
42,M,Amarela,4,Servicos,Norte,30.579625015521565
21,F,Preta,11,Comercio,Sudeste,35.866669844188344
27,F,Parda,4,Comercio,Centro-Oeste,19.16374920709967
20,F,Branca,16,Agricultura,Nordeste,48.64727279790859
58,F,Parda,16,Agricultura,Sudeste,65.57203008735374
62,F,Branca,11,Comercio,Sudeste,57.20668425305344
35,M,Amarela,14,Agricultura,Sudeste,62.2760371226873
64,M,Amarela,14,Industria,Nordeste,42.65004383484664
53,F,Indigena,5,Construcao,Nordeste,40.612417917567285
64,M,Parda,11,Construcao,Sul,54.251679643725204
39,M,Branca,19,Industria,Sul,67.22100515704199
51,M,Amarela,17,Construcao,Norte,64.66276751394564
64,F,Preta,13,Servicos,Nordeste,56.137138935016154
25,M,Amarela,1,Industria,Nordeste,11.79890769829062
57,F,Preta,8,Agricultura,Nordeste,38.42750000405245
61,M,Branca,4,Industria,Sul,28.87516627427815
36,F,Amarela,19,Comercio,Sudeste,68.09382804385986
59,M,Amarela,0,Agricultura,Centro-Oeste,12.962325185469492
58,F,Branca,2,Comercio,Sul,15.963972261562086
54,F,Amarela,5,Agricultura,Nordeste,29.355018821292305
23,M,Preta,4,Construcao,Sul,31.47179661909803
43,F,Amarela,20,Industria,Norte,72.24930157645824
51,F,Parda,4,Servicos,Nordeste,33.23955151581141
